epoch,accuracy,loss,val_accuracy,val_loss
0,0.26423460245132446,1.7930957078933716,0.3624441921710968,1.6897486448287964
1,0.34375,1.6464073657989502,0.3564453125,1.6887692213058472
2,0.3703263998031616,1.618969202041626,0.4157366156578064,1.5454695224761963
3,0.546875,1.4284576177597046,0.4144810140132904,1.543975591659546
4,0.41707104444503784,1.5239441394805908,0.4453125,1.4518498182296753
5,0.515625,1.28396737575531,0.4407086968421936,1.4557489156723022
6,0.4449991285800934,1.4539281129837036,0.4677734375,1.3930085897445679
7,0.421875,1.4410736560821533,0.4592633843421936,1.4060847759246826
8,0.4735206961631775,1.3905067443847656,0.4928850531578064,1.3308945894241333
9,0.4375,1.3729863166809082,0.494140625,1.3304519653320312
10,0.4917786717414856,1.3346365690231323,0.509765625,1.2927883863449097
11,0.328125,1.6153697967529297,0.5119977593421936,1.290182113647461
12,0.5162855386734009,1.2879996299743652,0.5103236436843872,1.2807294130325317
13,0.421875,1.3629788160324097,0.5149274468421936,1.2713731527328491
14,0.5270378589630127,1.2508854866027832,0.5322265625,1.2306607961654663
15,0.578125,1.0299437046051025,0.5305524468421936,1.2352676391601562
16,0.5436550974845886,1.212539792060852,0.5404576063156128,1.2043886184692383
17,0.515625,1.2808120250701904,0.5415736436843872,1.205065131187439
18,0.5584220886230469,1.1802347898483276,0.5523158311843872,1.1738096475601196
19,0.515625,1.2333428859710693,0.5553850531578064,1.1746138334274292
20,0.5680921673774719,1.14984130859375,0.5545479655265808,1.1618375778198242
21,0.5625,1.2112083435058594,0.5520368218421936,1.163818597793579
22,0.5792633891105652,1.126019835472107,0.5673828125,1.1489344835281372
23,0.484375,1.1713186502456665,0.5668247938156128,1.1481592655181885
24,0.5877814888954163,1.1006522178649902,0.5726841688156128,1.1326181888580322
25,0.5625,1.1909295320510864,0.5726841688156128,1.1309616565704346
26,0.5999301671981812,1.0738365650177002,0.5749163031578064,1.1249359846115112
27,0.53125,1.3745142221450806,0.5767298936843872,1.1242495775222778
28,0.6111363172531128,1.0521979331970215,0.5846819281578064,1.112233281135559
29,0.6875,0.8883238434791565,0.5824497938156128,1.1143730878829956
30,0.6193053126335144,1.0234837532043457,0.5902622938156128,1.1013448238372803
31,0.640625,0.9960006475448608,0.5906807780265808,1.1000233888626099
32,0.62660151720047,1.0063387155532837,0.5897042155265808,1.0929210186004639
33,0.546875,1.1023001670837402,0.5904017686843872,1.0973790884017944
34,0.6344213485717773,0.9822631478309631,0.5966796875,1.0760703086853027
35,0.65625,0.8754857778549194,0.5955635905265808,1.0772253274917603
36,0.6438471078872681,0.9592303037643433,0.6001673936843872,1.078314185142517
37,0.671875,1.074888825416565,0.6003069281578064,1.0777755975723267
38,0.6545295715332031,0.933497428894043,0.5966796875,1.0880661010742188
39,0.625,0.9596262574195862,0.5961216688156128,1.095428705215454
40,0.6637458801269531,0.9161096215248108,0.5997489094734192,1.0784813165664673
41,0.734375,0.8384189009666443,0.6007254719734192,1.0778535604476929
42,0.6733112335205078,0.8882818222045898,0.609375,1.0655280351638794
43,0.6875,1.000215768814087,0.6079798936843872,1.068761944770813
44,0.6841333508491516,0.8679909110069275,0.6063057780265808,1.0616902112960815
45,0.609375,0.8274269104003906,0.607421875,1.062312126159668
46,0.6890207529067993,0.8458690643310547,0.6078404188156128,1.0558204650878906
47,0.640625,0.8748735189437866,0.6092354655265808,1.0545899868011475
48,0.6953744292259216,0.8301884531974792,0.6089564561843872,1.0565681457519531
49,0.75,0.7495520710945129,0.6083984375,1.0589598417282104
